Notice Number,Ticket Number,Issue Date,Violation Location,Zip Code,Violation Code,Violation Description,Unit,Unit Description,Officer,Vehicle Make,License Plate Type,Fine Level 1 Amount,Fine Level 2 Amount,Current Amount Due,Total Payments,Ticket Queue,Ticket Queue Date,Notice Level,Hearing Dispo,Hearing Reason
5234969990,71530809,1/1/21 1:20,11153 S HALE,606095703,0964080B,NO STANDING/PARKING TIME RESTRICTED,22,CPD,18047,FORD,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234616040,71886214,1/1/21 1:22,258 E DELAWARE,606232682,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,13817,FORD,PAS,100,200,200,0,Notice,1/21/2021,FINL,,
5219957270,7009325237,1/1/21 1:22,4800 W NORTH AVENUE,60608,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/26/2021,DETR,,
5234057070,7009321469,1/1/21 1:22,7900 S STATE STREET,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
0,71885604,1/1/21 1:22,250 E WALTON,,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,CHEV,PAS,100,200,0,100,Paid,1/14/2021,,,
5237695390,71530810,1/1/21 1:23,11155 S HALE,60619,0964080B,NO STANDING/PARKING TIME RESTRICTED,22,CPD,18047,GMC,PAS,100,200,0,200,Paid,5/27/2021,SEIZ,,
5235085480,7009323421,1/1/21 1:24,5500 S KEDZIE AVENUE,537042940,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/21/2021,FINL,,
5234969990,71530811,1/1/21 1:25,11153 S HALE,606095703,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",22,CPD,18047,FORD,PAS,200,250,250,0,Notice,1/14/2021,SEIZ,,
0,71885605,1/1/21 1:25,248 E WALTON,,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,KIA,PAS,100,200,0,100,Paid,1/18/2021,,,
5235494120,71793411,1/1/21 1:25,627 W BUCKINGHAM PL,49017,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,TOYT,PAS,75,150,150,0,Notice,2/17/2021,FINL,,
0,71480859,1/1/21 1:27,6101 S SACRAMENTO,,0964110C,PARK OR STAND ON CROSSWALK,8,CPD,18405,PONT,PAS,60,120,0,60,Paid,1/11/2021,,,
5237699810,71537449,1/1/21 1:28,9720 S GREEN,601631507,0964150B,PARKING/STANDING PROHIBITED ANYTIME,22,CPD,12183,NISS,PAS,75,150,150,0,Notice,1/14/2021,SEIZ,,
5219019710,7009322946,1/1/21 1:28,4000 W FULLERTON AVE,601641627,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/13/2021,VIOL,,
5235217340,71405808,1/1/21 1:28,2605 E 73RD,60478,0964150B,PARKING/STANDING PROHIBITED ANYTIME,3,CPD,18720,CHRY,PTR,75,150,0,75,Paid,3/7/2021,DETR,,
5173164250,71885606,1/1/21 1:28,248 E WALTON,606173929,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,HYUN,PAS,100,200,0,100,Paid,1/26/2021,VIOL,,
5220639680,71899621,1/1/21 1:29,2604 E 73 ST,606441511,0964150B,PARKING/STANDING PROHIBITED ANYTIME,3,CPD,5085,NISS,PAS,75,150,150,0,Notice,2/1/2021,FINL,,
5234880450,72180840,1/1/21 1:29,5742 S PRAIRIE,60649,0964110C,PARK OR STAND ON CROSSWALK,2,CPD,13226,NISS,TMP,60,120,120,0,Notice,2/1/2021,SEIZ,,
5234939120,71793412,1/1/21 1:30,635 W BUCKINGHAM PL,468055328,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,HYUN,PAS,75,150,0,75,Paid,2/26/2021,DETR,Liable,
5230227610,71530812,1/1/21 1:30,11113 S HALE,604434400,0964080B,NO STANDING/PARKING TIME RESTRICTED,22,CPD,18047,LEXU,PAS,100,200,0,100,Paid,1/31/2021,VIOL,,
5233958860,7009321732,1/1/21 1:31,800 W 79TH STREET,601082627,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5223460600,7009321747,1/1/21 1:32,3400 W NORTH AVE,60634,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/21/2021,VIOL,,
5234786360,71595166,1/1/21 1:32,25 N BEUBIEN CT,605407440,0964110A1,DOUBLE PARKING/STANDING NON-CENTRAL BUSINESS DISTR,2,CPD,14415,ACUR,PAS,100,200,0,100,Paid,2/19/2021,VIOL,,
0,71537450,1/1/21 1:33,9730 S GREEN,604111219,0964100A,WITHIN 15' OF FIRE HYDRANT,22,CPD,12183,BMW,PAS,150,300,150,0,Define,1/12/2021,,,
5220023840,71746966,1/1/21 1:35,24 W HUBBARD,601041225,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,494,KIA,PAS,100,200,0,100,Paid,3/3/2021,VIOL,,
5231490570,7009321368,1/1/21 1:35,6300 S STATE ST,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,100,0,Bankruptcy,2/17/2021,VIOL,,
5022431450,7009321370,1/1/21 1:35,1 E 63RD ST,60617,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234918340,71670982,1/1/21 1:36,1828 S HOYNE,60622,0964080B,NO STANDING/PARKING TIME RESTRICTED,716,CPD,5902,TOYT,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
0,71748858,1/1/21 1:37,413 E OHIO,,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,371,AUDI,PAS,100,200,100,0,Define,2/8/2021,,,
5230413250,7009321415,1/1/21 1:37,4400 W NORTH,60162,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5231985860,7009321466,1/1/21 1:38,8700 S LAFAYETTE AVEN,60453,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5233236100,7009321422,1/1/21 1:38,4200 S CICERO AVENUE,606443944,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/23/2021,DETR,,
5222609410,7009323439,1/1/21 1:38,4000 W ARMITAGE AVENUE,741341424,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PFR,100,200,0,100,Paid,2/10/2021,VIOL,,
5233240540,7009321458,1/1/21 1:38,400 S WESTERN AVENUE,60623,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,6/3/2021,SEIZ,Liable,
5234145820,7009321454,1/1/21 1:38,2400 W MADISON,604092209,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234761170,7009321432,1/1/21 1:39,4400 W ROOSEVELT,60651,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234871970,7009321423,1/1/21 1:40,4200 S CICERO AVENUE,60632,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/25/2021,VIOL,,
5233252600,7009321442,1/1/21 1:41,1 E 63RD ST,606492830,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
0,71793413,1/1/21 1:41,645 W BUCKINGHAM PL,,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,BUIC,PAS,75,150,75,0,Define,1/12/2021,,,
5233434630,7009321445,1/1/21 1:42,4700 W IRVING PARK ROA,60618,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/24/2021,DETR,,
5235446940,71748879,1/1/21 1:42,441 N STATE,601026617,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,376,CADI,PAS,100,200,0,100,Paid,2/23/2021,VIOL,,
5234061050,72181129,1/1/21 1:43,5025 S WABASH,606284016,0964130A,PARK ALLEY,2,CPD,7746,MAZD,PAS,150,300,300,0,Notice,2/1/2021,SEIZ,,
0,71748880,1/1/21 1:44,441 N STATE,,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,376,CHEV,PAS,100,200,100,0,Define,2/8/2021,,,
5234872050,7009321476,1/1/21 1:44,4200 S CICERO AVENUE,463211905,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/1/2021,VIOL,,
5234223680,7009325223,1/1/21 1:44,5500 S WESTERN AVE,62522,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5136224880,7009321485,1/1/21 1:44,11900 S HALSTED,606287507,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,6/28/2021,VIOL,,
5235998630,7009321498,1/1/21 1:46,4000 N CLARK STREET,60647,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5230140990,71793414,1/1/21 1:46,663 W BUCKINGHAM PL,606133507,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,HYUN,PAS,75,150,0,75,Paid,2/22/2021,DETR,Liable,
5227581270,7009321506,1/1/21 1:46,2000 N KEDZIE AVENUE,606471836,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/2/2021,DETR,,
5235236260,71593719,1/1/21 1:46,5025 S WABASH,60643,0964130A,PARK ALLEY,2,CPD,17261,CHEV,PAS,150,300,300,0,Notice,2/1/2021,FINL,,
5233450250,72181130,1/1/21 1:47,5025 S WABASH,60628,0964130A,PARK ALLEY,2,CPD,7746,TOYT,PAS,150,300,0,150,Paid,3/11/2021,DETR,,
5232343710,72182261,1/1/21 1:47,4753 S PRAIRIE,60130,0964100A,WITHIN 15' OF FIRE HYDRANT,2,CPD,17172,INFI,PAS,150,300,300,0,Notice,2/1/2021,FINL,,
5235210590,7009323451,1/1/21 1:48,3500 S WESTERN,60608,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5230911210,7009323442,1/1/21 1:48,1 S WESTERN AVE,601721554,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5017159580,7009323448,1/1/21 1:48,5200 W MADISON STREET,606442223,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Bankruptcy,5/19/2021,FINL,,
5228919040,7009321494,1/1/21 1:50,1 E 63RD ST,606203316,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5148274880,71748881,1/1/21 1:50,32 E HUBBARD,606195572,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,376,TOYT,PAS,100,200,200,0,Notice,2/11/2021,SEIZ,,
5148274880,71748882,1/1/21 1:50,32 E HUBBARD,606195572,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,495,Miscellaneous,376,TOYT,PAS,60,120,120,0,Notice,2/11/2021,SEIZ,,
5211222280,71793415,1/1/21 1:51,707 W BURCKINGHAM PL,606135514,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,FORD,PAS,75,150,0,75,Paid,2/19/2021,DETR,,
5234394760,72182262,1/1/21 1:51,4753 S PRAIRIE,60104,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",2,CPD,1717,LNDR,PAS,200,250,0,0,Dismissed,3/2/2021,VIOL,Not Liable,Violation is Factually Inconsistent
5229536930,7009321733,1/1/21 1:51,800 W 79TH STREET,606203859,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/25/2021,DETR,,
5234872090,7009321513,1/1/21 1:52,4700 S WESTERN AVENUE,60636,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5233802030,7009321495,1/1/21 1:52,1 E 63RD ST,60628,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5151486030,7009321502,1/1/21 1:53,3600 N CICERO AVENUE,606304441,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5232364320,7009321441,1/1/21 1:54,7600 S STONY ISLAND A,606443361,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/2/2021,DETR,,
5211222280,71793416,1/1/21 1:55,707 W BUCKINGHAM PL,606135514,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",19,CPD,18796,FORD,PAS,200,250,0,200,Paid,2/19/2021,DETR,,
5222943390,7009321447,1/1/21 1:55,2426 N DAMEN AVE,601204819,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/7/2021,DETR,,
5229586240,7009321437,1/1/21 1:55,11100 S HALSTED ST,60615,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5136800270,7009321735,1/1/21 1:55,9500 S HALSTED STREET,606211752,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5229930400,7009321434,1/1/21 1:55,4000 W CERMAK,606244572,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,BRS,100,200,200,0,Notice,1/14/2021,FINL,,
5213948910,71466732,1/1/21 1:56,2635 N CLARK ST,601631445,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,19,CPD,13882,CHRY,PAS,60,120,0,60,Paid,3/19/2021,DETR,,
5210671300,71885563,1/1/21 1:56,251 E WALTON,606514014,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,CHEV,PAS,100,200,0,100,Paid,4/2/2021,DETR,,
5209155910,71885607,1/1/21 1:56,254 E WALTON,601641097,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,FORD,PAS,100,200,0,100,Paid,3/30/2021,DETR,,
5217015140,7009321443,1/1/21 1:56,1 E 63RD ST,608272324,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/26/2021,DETR,,
5235822050,7009321449,1/1/21 1:58,100 E ONTARIO ST,60637,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5231139950,7009325234,1/1/21 1:58,4000 W ARMITAGE AVENUE,606593478,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/8/2021,VIOL,,
0,71513507,1/1/21 2:00,4900 S CHAMPLAIN,,0964100A,WITHIN 15' OF FIRE HYDRANT,2,CPD,18590,MERC,PAS,150,300,150,0,Define,1/22/2021,,,
5235046470,71885564,1/1/21 2:00,241 E WALTON,60104,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,CHRY,PAS,100,200,200,0,Notice,1/21/2021,FINL,,
5224760190,72180462,1/1/21 2:00,3656 S PRAIRIE,606124805,0964150B,PARKING/STANDING PROHIBITED ANYTIME,2,CPD,18413,KIA,PAS,75,150,150,0,Notice,2/4/2021,FINL,,
5230762540,7009325227,1/1/21 2:02,800 W 119TH STREET,606201932,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5221352720,71885565,1/1/21 2:03,232 E WALTON,606404978,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,FORD,PAS,100,200,0,200,Paid,4/5/2021,FINL,,
5234520610,7009321429,1/1/21 2:03,200 W GARFIELD BLVD,60649,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/20/2021,VIOL,,
5235166760,7009321430,1/1/21 2:03,200 W GARFIELD BLVD,55108,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/1/2021,VIOL,,
5233274010,7009325228,1/1/21 2:03,8700 S VINCENNES,62901,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,SEIZ,,
5213722280,71793417,1/1/21 2:03,721 W BUCKINGHA PL,606134579,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,SUBA,PAS,75,150,0,75,Paid,1/25/2021,VIOL,,
5231852850,72182263,1/1/21 2:04,3656 S PRAIRIE,60626,0964150B,PARKING/STANDING PROHIBITED ANYTIME,2,CPD,17172,ACUR,PAS,75,150,150,0,Notice,2/1/2021,FINL,,
5234228970,71885566,1/1/21 2:05,230 E WALTON,606156231,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,HYUN,PAS,100,200,0,100,Paid,3/15/2021,DETR,,
5234898540,7009323434,1/1/21 2:05,400 N CENTRAL AVENUE,60612,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234871990,7009321440,1/1/21 2:05,1600 W 87TH ST,463242023,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5156316680,7009321438,1/1/21 2:05,11100 S HALSTED ST,606286409,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5156313500,7009321452,1/1/21 2:05,4000 W FULLERTON AVE,601332995,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,244,0,Notice,1/14/2021,SEIZ,,
5234339870,7009321450,1/1/21 2:05,6400 N SHERIDAN ROAD,606591728,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,3/30/2021,FINL,,
5234871980,7009321424,1/1/21 2:08,4200 S CICERO AVENUE,606295740,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/14/2021,VIOL,,
5215612630,71793418,1/1/21 2:08,743 W BUCKINGHAM PL,606603369,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,TOYT,PAS,75,150,0,150,Paid,3/31/2021,FINL,,
5233951130,71885609,1/1/21 2:09,220 E WALTON,602025120,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,BUIC,TMP,100,200,200,0,Notice,1/21/2021,SEIZ,,
5234900500,7009324444,1/1/21 2:10,6400 W DEVON AVENUE,60016,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5234357760,71885567,1/1/21 2:10,218 E WALTON,604304212,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,TOYT,PAS,100,200,0,100,Paid,2/19/2021,VIOL,,
5234786350,7009321431,1/1/21 2:10,1200 S CANAL STREET,60443,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5223839110,71909690,1/1/21 2:11,1460 W BIRCHWOOD,625222800,0964100A,WITHIN 15' OF FIRE HYDRANT,24,CPD,14755,KIA,PAS,150,300,0,300,Paid,5/4/2021,SEIZ,,
5234774740,7009321436,1/1/21 2:11,7100 S ASHLAND,60402,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
0,71885610,1/1/21 2:11,218 E WALTON,600902377,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,6317,VOLK,PAS,100,200,100,0,Define,1/14/2021,,,
5122006430,7009321474,1/1/21 2:12,1 E 79TH STREET,606151665,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,DLS,,
5231221890,71885568,1/1/21 2:13,210 E WALTON,606244017,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,INFI,PAS,100,200,0,200,Paid,4/12/2021,FINL,,
5222497480,7009321459,1/1/21 2:13,400 S WESTERN AVENUE,606323316,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/10/2021,DETR,,
5235022400,7009321475,1/1/21 2:14,1 E 79TH STREET,402130000,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/9/2021,DETR,Liable,
5214758660,7009321444,1/1/21 2:14,1 E 63RD ST,604732647,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/18/2021,VIOL,,
5177156480,71909232,1/1/21 2:15,6403 N OAKLEY,606455418,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,12078,ACUR,PAS,75,150,150,0,Notice,3/18/2021,SEIZ,Liable,
5235166790,7009321500,1/1/21 2:15,3200 N KEDZIE AVE,53209,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/6/2021,FINL,,
5224778700,7009335559,1/1/21 2:16,200 W GARFIELD BLVD,537048604,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,2/3/2021,SEIZ,,
5232296790,7009321748,1/1/21 2:16,1 S HALSTED STREET,606264825,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/1/2021,FINL,,
5223292740,72182264,1/1/21 2:16,560 S PRAIRIE,606083741,0964100A,WITHIN 15' OF FIRE HYDRANT,2,CPD,17172,KIA,PAS,150,300,300,0,Notice,2/1/2021,FINL,,
5117497000,71885569,1/1/21 2:16,208 E WALTON,606373863,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,16706,VOLK,PAS,100,200,0,100,Paid,2/27/2021,DETR,,
5211574780,7009321439,1/1/21 2:16,800 W 99TH ST,606204324,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/11/2021,VIOL,,
5234872010,7009321455,1/1/21 2:17,800 N CENTRAL AVENUE,612015906,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/16/2021,DETR,,
5234938350,71471745,1/1/21 2:18,2526 W LELAND,601235410,0964100A,WITHIN 15' OF FIRE HYDRANT,19,CPD,9991,CHEV,TRK,150,300,300,0,Notice,1/14/2021,FINL,,
5231282750,71793419,1/1/21 2:19,712 W ALDINE AV,451502009,0964090E,RESIDENTIAL PERMIT PARKING,19,CPD,18796,FORD,PAS,75,150,150,0,Notice,1/27/2021,FINL,,
5233933700,7009321736,1/1/21 2:19,9500 S HALSTED STREET,60620,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5233098800,7009321460,1/1/21 2:19,400 S WESTERN AVENUE,60621,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/24/2021,DETR,,
5230282940,7009323445,1/1/21 2:20,4000 W NORTH AVENUE,60644,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,DLC,100,200,200,0,Notice,1/14/2021,SEIZ,,
5178378680,7009321467,1/1/21 2:20,30 W 87TH STREET,606511358,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/2/2021,VIOL,,
5234885910,7009322712,1/1/21 2:21,4000 W CHICAGO AVENUE,60651,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/15/2021,DETR,Liable,
5233635190,7009321448,1/1/21 2:22,2426 N DAMEN AVE,60438,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5063702170,7009321453,1/1/21 2:23,3600 N HARLEM AVENUE,601601902,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,58,42,Notice,1/14/2021,DETR,,
5226244080,7009321468,1/1/21 2:24,400 W BELMONT AVE,606406057,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,1/25/2021,VIOL,,
5213393230,71629645,1/1/21 2:24,6638 N CAMPBELL,606594824,0964130A,PARK ALLEY,24,CPD,5037,MERC,PAS,150,300,0,150,Paid,2/1/2021,VIOL,,
5234898560,7009323438,1/1/21 2:25,2000 N KEDZIE AVENUE,60623,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,SOX,100,200,200,0,Notice,1/14/2021,FINL,,
5227569790,7009323432,1/1/21 2:25,3600 N WESTERN AVENUE,606454982,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/3/2021,VIOL,,
5229933180,71495494,1/1/21 2:26,1140 S KEELER,606122243,0964130A,PARK ALLEY,11,CPD,5105,NISS,PAS,150,300,300,0,Notice,1/21/2021,FINL,,
5234720560,7009321421,1/1/21 2:26,5500 S PULASKI,60629,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,3/23/2021,DETR,Liable,
5233245000,7009323428,1/1/21 2:26,6300 S STATE ST,60628,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,TMP,100,200,200,0,Notice,1/14/2021,SEIZ,,
5234957980,7009321433,1/1/21 2:26,2200 S PULASKI,60612,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,4/10/2021,FINL,,
5231021420,7009321426,1/1/21 2:26,4200 S CICERO AVENUE,60115,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234886900,7009323352,1/1/21 2:27,1200 N ASHLAND AVENUE,60659,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,200,0,Notice,1/14/2021,FINL,,
5234884210,7009321742,1/1/21 2:27,5200 N NAGLE,60014,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,100,Paid,2/17/2021,VIOL,,
5220193070,7009321446,1/1/21 2:28,340 W UPPER WACKER DR,606522251,9102020,RED LIGHT VIOLATION,CNDT,Red Light,CNDT,OTHR,PAS,100,200,0,200,Paid,5/20/2021,FINL,,
